order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDI10774,2018-11-23,18:49:00,Dinner,NS,"[('Salmon', 6), ('Shrimp', 4)]",462.0,-37.8189685,144.9849984,0,8.975,14.977
ORDZ07710,2018-01-20,08:30:25,Breakfast,NS,"[('Pancake', 7), ('Eggs', 6), ('Coffee', 5), ('Cereal', 4)]",423.25,-37.8063494,144.9590321,0,7.7010000000000005,14.855
ORDJ09026,2018-01-05,08:00:00,Breakfast,TP,"[('Cereal', 1), ('Pancake', 5), ('Coffee', 7)]",194.75,-37.8210346,144.9474081,1,8.985,5.555
ORDI02255,2018-03-08,10:11:49,Breakfast,NS,"[('Pancake', 8), ('Coffee', 4), ('Cereal', 2)]",266.0,-37.8081804,144.9731354,0,7.117,12.108
ORDY09850,2018-01-19,08:30:25,Breakfast,TP,"[('Coffee', 8), ('Pancake', 6), ('Cereal', 9), ('Eggs', 5)]",504.5,-37.8100641,144.9305062,0,11.758,8916.0
ORDY05849,2018-04-07,11:12:40,Breakfast,TP,"[('Cereal', 9), ('Eggs', 2), ('Coffee', 1), ('Pancake', 8)]",434.5,-37.8154019,145.012625,0,12.08,15.396
ORDZ08737,2018-11-23,18:49:00,Dinner,NS,"[('Shrimp', 4), ('Pasta', 4)]",326.0,-37.802433,144.9565755,0,7.587999999999999,13.812
ORDC01057,2018-05-07,12:13:31,Lunch,NS,"[('Chicken', 8), ('Steak', 9), ('Fries', 9), ('Salad', 1), ('Burger', 3)]",879.2,-37.8097865,144.9318465,0,9.757,15.032
ORDA10755,2018-06-10,13:14:21,Lunch,BK,"[('Chicken', 2), ('Burger', 8), ('Fries', 3)]",348.0,-37.8149035,144.9459165,0,9.081,17.623
ORDX02463,2018-01-21,08:30:25,Breakfast,BK,"[('Coffee', 6), ('Eggs', 7)]",199.0,-37.8025034,144.9674279,0,7.51,15.159
ORDX05351,2018-08-12,15:26:11,Lunch,BK,"[('Steak', 3), ('Fries', 1), ('Chicken', 2), ('Salad', 2), ('Burger', 4)]",369.4,-37.7995634,144.9632243,0,8.134,16.617
ORDJ07924,2018-01-23,08:40:33,Breakfast,TP,"[('Coffee', 5), ('Eggs', 1)]",59.5,-37.7874421,144.9804091,0,11.63,14.218
ORDI09991,2018-01-07,08:10:08,Breakfast,NS,"[('Coffee', 2), ('Cereal', 7), ('Pancake', 6), ('Eggs', 9)]",505.5,-37.8129773,144.9366979,1,9.99,8.403
ORDJ05109,2018-02-07,09:10:59,Breakfast,TP,"[('Cereal', 2), ('Pancake', 9), ('Coffee', 2), ('Eggs', 7)]",429.25,-37.8121119,144.9778596,0,8.967,11.612
ORDC09924,2018-07-08,14:15:12,Lunch,NS,"[('Chicken', 4), ('Salad', 10), ('Burger', 4), ('Steak', 10)]",874.0,-37.8176749,144.9517603,0,9.127,16.718
ORDJ09307,2018-12-28,20:00:00,Dinner,TP,"[('Salmon', 9), ('Pasta', 7), ('Shrimp', 1), ('Fish&Chips', 4)]",755.5,-37.8196124,144.9521114,0,8.602,13.071
ORDA00931,2018-04-29,11:53:14,Breakfast,BK,"[('Coffee', 5), ('Eggs', 4), ('Pancake', 3)]",198.25,-37.8045626,144.969853,0,7.074,14.134
ORDJ05503,2018-06-13,13:24:30,Lunch,TP,"[('Salad', 5), ('Chicken', 4), ('Burger', 8)]",462.0,-37.8065991,144.9613092,0,8.994,12.42
ORDK05451,2018-04-20,11:32:57,Breakfast,BK,"[('Coffee', 7), ('Eggs', 10), ('Pancake', 6), ('Cereal', 2)]",460.0,-37.805979,144.9661013,0,7.278,12.175
ORDX09716,2018-07-14,14:25:21,Lunch,BK,"[('Steak', 2), ('Chicken', 6), ('Burger', 3), ('Salad', 8), ('Fries', 3)]",548.6,-37.8190211,145.003764,0,4.543,12.569
ORDA08117,2018-01-26,08:40:33,Breakfast,BK,"[('Pancake', 2), ('Cereal', 2), ('Eggs', 9)]",288.5,-37.8253735,144.9952678,0,5.912000000000001,11.344
ORDX00551,2018-06-15,13:24:30,Lunch,BK,"[('Burger', 7), ('Salad', 3), ('Chicken', 3), ('Steak', 10), ('Fries', 3)]",850.6,-37.8185381,145.0160144,0,5.275,10.731
ORDK04643,2018-03-27,10:42:15,Breakfast,BK,"[('Coffee', 7), ('Pancake', 6)]",198.0,-37.8091936,144.9730657,0,6.627000000000001,11.16
ORDJ10160,2018-10-26,17:48:10,Dinner,TP,"[('Salmon', 1), ('Pasta', 2), ('Shrimp', 5)]",366.0,-37.8066916,144.9982085,0,11.282,15.22
ORDC03395,2018-09-28,16:57:27,Dinner,NS,"[('Pasta', 8), ('Salmon', 10), ('Shrimp', 2), ('Fish&Chips', 5)]",913.0,-37.8086451,144.9453811,0,9.021,14.204
ORDY02237,2018-02-12,09:21:07,Breakfast,TP,"[('Eggs', 4), ('Coffee', 9)]",155.5,-37.8140165,144.9716172,0,8.446,11.179
ORDB05010,2018-07-20,14:35:29,Lunch,TP,"[('Burger', 6), ('Salad', 9), ('Fries', 6)]",412.8,-37.8061405,144.9417082,0,10.302,13.882
ORDC03145,2018-11-23,18:49:00,Dinner,NS,"[('Salmon', 3), ('Shrimp', 5), ('Pasta', 6)]",558.0,-37.8190572,144.9463112,0,9.634,15.559
ORDA02407,2018-05-22,12:33:48,Lunch,BK,"[('Burger', 5), ('Steak', 1), ('Salad', 1), ('Chicken', 8), ('Fries', 7)]",557.2,-37.8254721,144.9531489,0,9.099,15.05
ORDK03598,2018-05-18,12:33:48,Lunch,BK,"[('Burger', 1), ('Chicken', 5), ('Steak', 3), ('Fries', 2)]",350.0,-37.8014355,144.9567518,0,8.273,14.027
ORDB09161,2018-10-11,17:27:53,Dinner,TP,"[('Pasta', 9), ('Fish&Chips', 9), ('Shrimp', 3), ('Salmon', 7)]",1011.5,-37.8186033,144.964786,0,7.848,12.102
ORDC06403,2018-06-20,13:34:38,Lunch,NS,"[('Chicken', 6), ('Steak', 1), ('Salad', 4), ('Fries', 8), ('Burger', 1)]",432.8,-37.8042543,144.9492043,0,8.422,13.694
ORDJ02232,2018-07-25,14:45:38,Lunch,TP,"[('Steak', 7), ('Chicken', 5), ('Salad', 5)]",561.0,-37.8171622,144.9682058,0,7.822,11.515
ORDI09819,2018-07-12,14:15:12,Lunch,NS,"[('Salad', 9), ('Steak', 3), ('Fries', 10), ('Burger', 7)]",626.8,-37.8180527,144.9946725,0,9.646,15.478
ORDC06130,2018-01-24,08:40:33,Breakfast,NS,"[('Cereal', 10), ('Coffee', 5), ('Pancake', 8), ('Eggs', 8)]",617.5,-37.8274091,145.013615,0,11.775,16.911
ORDA06637,2018-05-18,12:33:48,Lunch,BK,"[('Chicken', 5), ('Salad', 5), ('Steak', 5)]",471.0,-37.8131241,144.969407,0,7.267,13.178
ORDA05232,2018-11-16,18:38:52,Dinner,BK,"[('Salmon', 9), ('Pasta', 7), ('Fish&Chips', 10)]",911.5,-37.8064327,144.94494,0,9.206,16.263
ORDI08326,2018-05-10,12:13:31,Lunch,NS,"[('Chicken', 3), ('Fries', 3)]",132.0,-37.8015135,144.9639006,0,6.8,12.613
ORDZ07620,2018-08-22,15:46:28,Lunch,NS,"[('Steak', 4), ('Burger', 9), ('Fries', 6)]",531.0,-37.8023321,144.9868182,0,7.6339999999999995,13.254
ORDI03294,2018-12-01,19:09:17,Dinner,NS,"[('Salmon', 1), ('Fish&Chips', 3)]",146.0,-37.8002016,144.9502346,0,8.059,15.248
ORDK04531,2018-06-30,13:54:55,Lunch,BK,"[('Burger', 3), ('Steak', 5), ('Chicken', 8), ('Fries', 1)]",586.0,-37.8149413,144.9680312,0,7.388999999999999,15.348
ORDK05116,2018-05-30,12:54:05,Lunch,BK,"[('Salad', 7), ('Fries', 3), ('Steak', 3), ('Burger', 1), ('Chicken', 4)]",450.4,-37.8037357,145.0056821,0,5.433,10.959
ORDA07685,2018-03-09,10:11:49,Breakfast,BK,"[('Cereal', 2), ('Coffee', 7), ('Eggs', 10), ('Pancake', 8)]",508.5,-37.8036589,144.962961,0,7.79,12.96
ORDK10368,2018-12-31,20:00:00,Dinner,BK,"[('Shrimp', 9), ('Fish&Chips', 6), ('Salmon', 1)]",737.0,-37.8061341,144.9594025,0,7.757000000000001,14.359
ORDC09524,2018-05-08,12:13:31,Lunch,NS,"[('Chicken', 3), ('Fries', 1), ('Steak', 4), ('Salad', 7), ('Burger', 2)]",470.4,-37.8012086,144.970017,0,6.155,11.528
ORDY08758,2018-06-24,13:44:47,Lunch,TP,"[('Salad', 2), ('Steak', 6)]",304.4,-37.8105085,144.9460604,0,9.729,14.545
ORDX06293,2018-10-18,17:38:01,Dinner,BK,"[('Pasta', 4), ('Shrimp', 8)]",542.0,-37.8186183,144.9670084,0,7.593,14.729
ORDY00710,2018-12-19,19:39:43,Dinner,TP,"[('Pasta', 5), ('Salmon', 4), ('Shrimp', 3), ('Fish&Chips', 10)]",813.5,-37.8148193,144.9376719,0,10.357000000000001,14.174
ORDK04989,2018-06-16,13:24:30,Lunch,BK,"[('Burger', 9), ('Salad', 6), ('Chicken', 10)]",702.2,-37.8223963,144.9476342,0,9.282,8916.0
ORDJ09867,2018-06-16,13:24:30,Lunch,TP,"[('Chicken', 1), ('Fries', 6)]",104.0,-37.8199952,145.0142183,0,11.869000000000002,16.444
ORDI08179,2018-12-05,19:09:17,Dinner,NS,"[('Shrimp', 5), ('Pasta', 8), ('Fish&Chips', 2)]",560.0,-37.8189215,144.9548983,0,9.123,14.964
ORDB03146,2018-05-11,12:13:31,Lunch,TP,"[('Burger', 4), ('Chicken', 9), ('Steak', 10), ('Fries', 2), ('Salad', 3)]",937.6,-37.8110053,144.9901675,0,10.103,8916.0
ORDX00724,2018-03-02,09:51:32,Breakfast,BK,"[('Cereal', 3), ('Pancake', 10), ('Coffee', 10), ('Eggs', 7)]",534.5,-37.8158261,144.9503901,0,9.605,14.628
ORDY04688,2018-02-19,09:31:16,Breakfast,TP,"[('Cereal', 4), ('Coffee', 9)]",151.5,-37.806874,144.9782069,0,9.557,11.773
ORDI09047,2018-09-13,16:27:02,Dinner,NS,"[('Pasta', 8), ('Shrimp', 3)]",382.0,-37.8131307,144.9656253,0,7.803,14.012
ORDJ00868,2018-07-12,14:15:12,Lunch,TP,"[('Chicken', 8), ('Fries', 10), ('Steak', 4)]",556.0,-37.8220005,144.9507435,0,8.584,11.181
ORDK05276,2018-09-07,16:16:54,Dinner,BK,"[('Pasta', 10), ('Salmon', 8)]",603.0,-37.8036633,144.9626737,0,7.712999999999999,14.198
ORDZ01249,2018-10-26,17:48:10,Dinner,NS,"[('Salmon', 10), ('Shrimp', 9), ('Fish&Chips', 6), ('Pasta', 10)]",1381.0,-37.8094813,144.9637827,0,7.403,13.612
ORDC00738,2018-07-30,14:55:46,Lunch,NS,"[('Salad', 3), ('Steak', 7)]",366.6,-37.8121563,144.9737432,0,7.632000000000001,13.127
ORDC08130,2018-10-18,17:38:01,Dinner,NS,"[('Fish&Chips', 10), ('Shrimp', 4), ('Pasta', 7), ('Salmon', 9)]",1127.5,-37.8010208,144.9504061,0,7.994,13.84
ORDZ04911,2018-04-04,11:02:32,Breakfast,NS,"[('Pancake', 4), ('Cereal', 6), ('Coffee', 1), ('Eggs', 7)]",384.5,-37.8238015,144.9476026,0,10.161,15.064
ORDB08040,2018-07-03,14:05:04,Lunch,TP,"[('Burger', 3), ('Fries', 8), ('Salad', 5), ('Chicken', 5), ('Steak', 2)]",525.0,-37.8209258,144.9624824,0,7.335,11.037
ORDY09050,2018-04-21,11:32:57,Breakfast,TP,"[('Pancake', 4), ('Coffee', 8)]",157.0,-37.8221442,144.9748752,0,8.236,12.465
ORDX05380,2018-11-14,18:28:43,Dinner,BK,"[('Shrimp', 4), ('Salmon', 2)]",298.0,-37.8141608,145.014446,0,3.717,10.431
ORDY07018,2018-01-25,08:40:33,Breakfast,TP,"[('Cereal', 5), ('Coffee', 8), ('Eggs', 1)]",187.0,-37.8107471,144.9636534,0,8.517000000000001,10.845
ORDC01404,2018-04-26,11:43:05,Breakfast,NS,"[('Pancake', 4), ('Coffee', 3), ('Cereal', 1), ('Eggs', 9)]",338.5,-37.81357,144.9410259,0,9.513,14.421
ORDB05095,2018-02-07,09:10:59,Breakfast,TP,"[('Cereal', 5), ('Eggs', 7), ('Pancake', 3)]",331.75,-37.800384,144.9799401,0,10.353,13.175
ORDI11083,2018-08-29,15:56:37,Lunch,NS,"[('Salad', 6), ('Burger', 4), ('Steak', 6)]",497.2,-37.8130502,144.9513876,0,8.584,14.715
ORDK03930,2018-05-26,12:43:56,Lunch,BK,"[('Chicken', 1), ('Burger', 10), ('Steak', 6), ('Salad', 10), ('Fries', 2)]",808.0,-37.8180775,145.0140264,0,4.248,12.306
ORDZ03245,2018-05-11,12:13:31,Lunch,NS,"[('Fries', 7), ('Steak', 5)]",309.0,-37.8259525,144.9526352,0,10.227,8916.0
ORDA06055,2018-05-12,12:13:31,Lunch,BK,"[('Salad', 7), ('Burger', 7), ('Steak', 4)]",517.4,-37.8020182,144.9652745,0,7.691,16.477
ORDI03231,2018-07-25,14:45:38,Lunch,NS,"[('Salad', 2), ('Burger', 1), ('Steak', 4), ('Fries', 5), ('Chicken', 2)]",369.4,-37.8005658,144.9770053,0,6.787000000000001,12.34
ORDA06808,2018-09-25,16:47:19,Dinner,BK,"[('Shrimp', 10), ('Salmon', 1), ('Fish&Chips', 4)]",721.0,-37.8171344,144.9888082,0,5.776,12.661
ORDX05264,2018-04-13,11:22:49,Breakfast,BK,"[('Cereal', 8), ('Pancake', 5), ('Coffee', 5)]",326.75,-37.8238958,144.9626202,0,8.39,13.155
ORDC08800,2018-09-28,16:57:27,Dinner,NS,"[('Pasta', 7), ('Shrimp', 7), ('Salmon', 7)]",857.5,-37.8071101,144.9468352,0,8.808,14.28
ORDI08750,2018-10-05,17:07:36,Dinner,NS,"[('Fish&Chips', 1), ('Shrimp', 7)]",413.0,-37.8063476,144.9596346,0,7.627999999999999,8916.0
ORDC10371,2018-04-20,11:32:57,Breakfast,NS,"[('Pancake', 7), ('Cereal', 1), ('Coffee', 3)]",213.25,-37.8060326,144.9561663,0,8.277000000000001,13.063
ORDK03341,2018-01-06,08:10:08,Breakfast,BK,"[('Cereal', 2), ('Eggs', 4), ('Coffee', 2), ('Pancake', 3)]",217.75,-37.8018876,144.9462257,1,9.13,7.784
ORDA00825,2018-10-05,17:07:36,Dinner,BK,"[('Shrimp', 8), ('Pasta', 6), ('Fish&Chips', 2)]",667.0,-37.8150464,144.9718458,0,6.995,13.876
ORDY07838,2018-02-08,09:10:59,Breakfast,TP,"[('Coffee', 3), ('Eggs', 2), ('Cereal', 5), ('Pancake', 6)]",317.0,-37.8224318,144.9790292,0,8.471,11.555
ORDI08013,2018-08-23,15:46:28,Lunch,NS,"[('Steak', 5), ('Chicken', 10), ('Burger', 10)]",855.0,-37.8147821,144.9344037,0,10.215,15.904
ORDI03184,2018-08-13,15:26:11,Lunch,NS,"[('Steak', 10), ('Chicken', 1), ('Salad', 5), ('Fries', 7), ('Burger', 6)]",838.0,-37.8205124,144.9660448,0,8.899,14.009
ORDC09788,2018-01-22,08:40:33,Breakfast,NS,"[('Eggs', 3), ('Coffee', 3)]",88.5,-37.8224721,144.9828079,0,9.074,14.004
ORDZ10117,2018-07-08,14:15:12,Lunch,NS,"[('Burger', 1), ('Fries', 8), ('Salad', 8), ('Chicken', 6), ('Steak', 3)]",591.6,-37.8000063,144.962762,0,6.818,8916.0
ORDY05997,2018-03-25,10:42:15,Breakfast,TP,"[('Cereal', 6), ('Coffee', 2), ('Eggs', 4), ('Pancake', 10)]",471.5,-37.8103821,144.9557026,0,8.821,12.882
ORDI07342,2018-04-04,11:02:32,Breakfast,NS,"[('Pancake', 7), ('Eggs', 6)]",301.75,-37.8238015,144.9476026,0,10.161,14.722
ORDJ05999,2018-04-02,11:02:32,Breakfast,TP,"[('Pancake', 7), ('Cereal', 9), ('Coffee', 9), ('Eggs', 2)]",470.25,-37.8117309,144.9838923,0,9.418,11.687
ORDA09982,2018-04-13,11:22:49,Breakfast,BK,"[('Pancake', 8), ('Coffee', 9)]",261.5,-37.8018774,144.9461521,0,9.137,14.29
ORDC10138,2018-10-14,17:27:53,Dinner,NS,"[('Fish&Chips', 7), ('Shrimp', 10)]",785.0,-37.8235925,144.9680167,0,9.082,17.017
ORDY00623,2018-10-15,17:27:53,Dinner,TP,"[('Shrimp', 8), ('Fish&Chips', 2), ('Salmon', 10), ('Pasta', 3)]",994.5,-37.8096182,144.9757119,0,9.066,13.65
ORDA03129,2018-06-24,13:44:47,Lunch,BK,"[('Salad', 2), ('Chicken', 2), ('Fries', 10)]",218.4,-37.8252847,144.9827537,0,7.077999999999999,8916.0
ORDC05524,2018-08-06,15:05:54,Lunch,NS,"[('Fries', 3), ('Salad', 3), ('Steak', 7)]",402.6,-37.8122053,144.9884496,0,8.677,14.354
ORDJ02751,2018-05-30,12:54:05,Lunch,TP,"[('Burger', 8), ('Fries', 4), ('Salad', 9), ('Steak', 4), ('Chicken', 1)]",662.8,-37.8171161,144.9527937,0,8.664,11.991
ORDB01480,2018-01-06,08:10:08,Breakfast,TP,"[('Coffee', 1), ('Pancake', 1), ('Eggs', 5), ('Cereal', 8)]",309.75,-37.8092109,145.0008942,1,11.253,7.665
ORDC01089,2018-03-14,10:21:58,Breakfast,NS,"[('Eggs', 6), ('Cereal', 6), ('Coffee', 7)]",310.5,-37.8166344,144.966435,0,8.252,13.595
ORDB03486,2018-04-14,11:22:49,Breakfast,TP,"[('Coffee', 8), ('Cereal', 6)]",186.0,-37.8149205,144.9447554,0,9.596,13.468
ORDJ04752,2018-04-09,11:12:40,Breakfast,TP,"[('Eggs', 4), ('Cereal', 5), ('Pancake', 2), ('Coffee', 1)]",249.0,-37.8079299,144.9733064,0,9.243,11.421
ORDJ04288,2018-07-17,14:25:21,Lunch,TP,"[('Steak', 3), ('Chicken', 6), ('Burger', 10), ('Salad', 6)]",740.2,-37.8196604,144.9445767,0,9.362,12.494
ORDI00300,2018-05-20,12:33:48,Lunch,NS,"[('Salad', 9), ('Burger', 2), ('Fries', 5), ('Steak', 2), ('Chicken', 8)]",622.8,-37.801975,144.9571579,0,7.497000000000001,14.78
ORDC06762,2018-07-01,13:54:55,Lunch,NS,"[('Burger', 7), ('Steak', 2), ('Salad', 4)]",375.8,-37.8039087,144.957357,0,5.38,8916.0
ORDC00054,2018-06-10,13:14:21,Lunch,NS,"[('Chicken', 5), ('Fries', 9), ('Steak', 9)]",673.0,-37.8209705,144.9849661,0,9.235,16.33
ORDK01487,2018-10-02,17:07:36,Dinner,BK,"[('Salmon', 1), ('Shrimp', 4), ('Fish&Chips', 7), ('Pasta', 4)]",612.0,-37.8019634,144.9633802,0,7.872000000000001,14.331
ORDK10743,2018-01-20,08:30:25,Breakfast,BK,"[('Pancake', 6), ('Coffee', 7)]",198.0,-37.804112,144.9739368,0,6.891,13.707
ORDA05509,2018-12-18,19:39:43,Dinner,BK,"[('Fish&Chips', 8), ('Salmon', 10), ('Shrimp', 9), ('Pasta', 4)]",1286.0,-37.8087418,144.9470873,0,9.064,16.173
ORDX00077,2018-09-28,16:57:27,Dinner,BK,"[('Salmon', 1), ('Fish&Chips', 2), ('Shrimp', 10), ('Pasta', 4)]",761.0,-37.8021045,144.9498601,0,8.822000000000001,15.638
ORDJ04835,2018-12-01,18:59:09,Dinner,TP,"[('Fish&Chips', 4), ('Salmon', 8), ('Pasta', 10)]",743.0,-37.8152168,144.9659067,0,8.007,14.046
ORDY04240,2018-02-06,09:10:59,Breakfast,TP,"[('Coffee', 8), ('Pancake', 6)]",205.5,-37.8070658,144.9555582,0,9.208,11.565
ORDI09895,2018-03-10,10:11:49,Breakfast,NS,"[('Cereal', 3), ('Pancake', 10), ('Coffee', 4), ('Eggs', 6)]",467.5,-37.8195969,144.9447959,0,9.777000000000001,16.785
ORDX03009,2018-12-06,19:09:17,Dinner,BK,"[('Pasta', 7), ('Salmon', 7)]",479.5,-37.8191868,144.9541987,0,8.698,16.057
ORDY05198,2018-05-22,12:33:48,Lunch,TP,"[('Salad', 8), ('Fries', 9), ('Chicken', 9), ('Burger', 10), ('Steak', 4)]",1023.6,-37.7973366,145.0107,0,13.054,16.457
ORDY06575,2018-04-11,11:12:40,Breakfast,TP,"[('Coffee', 2), ('Cereal', 8)]",183.0,-37.8038715,144.9917355,0,10.934000000000001,8916.0
ORDJ06285,2018-06-16,13:24:30,Lunch,TP,"[('Chicken', 5), ('Burger', 3), ('Steak', 1), ('Salad', 1), ('Fries', 1)]",327.2,-37.8227589,144.9854296,0,9.339,14.288
ORDK07238,2018-05-11,12:13:31,Lunch,BK,"[('Chicken', 1), ('Steak', 10), ('Burger', 10)]",792.0,-37.8106277,144.9904765,0,5.071000000000001,10.348
ORDK07548,2018-10-14,17:27:53,Dinner,BK,"[('Salmon', 6), ('Shrimp', 7), ('Fish&Chips', 9)]",939.0,-37.8113965,144.9379083,0,10.044,19.684
ORDC03202,2018-12-26,19:49:51,Dinner,NS,"[('Fish&Chips', 10), ('Salmon', 8), ('Pasta', 9)]",925.5,-37.8051113,144.9578163,0,7.853,13.75
ORDI10036,2018-03-19,10:32:06,Breakfast,NS,"[('Cereal', 5), ('Eggs', 5), ('Coffee', 9)]",282.5,-37.8076285,144.9581712,0,7.79,12.678
ORDA08750,2018-09-21,16:47:19,Dinner,BK,"[('Pasta', 10), ('Salmon', 7), ('Shrimp', 9), ('Fish&Chips', 7)]",1293.0,-37.8202395,144.9576732,0,8.342,15.06
ORDC07128,2018-03-08,10:11:49,Breakfast,NS,"[('Cereal', 5), ('Eggs', 10), ('Pancake', 7)]",494.75,-37.8132615,144.9778051,0,8.043,13.211
ORDK01135,2018-01-25,08:40:33,Breakfast,BK,"[('Pancake', 5), ('Eggs', 6), ('Cereal', 4)]",337.25,-37.8103629,145.0090938,0,3.824,8.272
ORDA10998,2018-11-02,18:08:27,Dinner,BK,"[('Salmon', 10), ('Fish&Chips', 1), ('Shrimp', 5), ('Pasta', 4)]",825.0,-37.8099277,144.9704756,0,6.885,13.618
ORDZ09279,2018-11-20,18:38:52,Dinner,NS,"[('Salmon', 7), ('Shrimp', 4)]",503.0,-37.8009521,144.9700611,0,6.126,12.273
ORDZ10674,2018-03-02,09:51:32,Breakfast,NS,"[('Pancake', 5), ('Cereal', 9), ('Eggs', 5), ('Coffee', 5)]",457.75,-37.8055395,144.955269,0,7.992999999999999,12.804
ORDB06433,2018-05-12,12:13:31,Lunch,TP,"[('Fries', 8), ('Salad', 6), ('Chicken', 8)]",455.2,-37.8026551,144.9651658,0,9.542,8916.0
ORDX02210,2018-01-30,08:50:42,Breakfast,BK,"[('Coffee', 5), ('Eggs', 2), ('Cereal', 7), ('Pancake', 4)]",325.5,-37.8068509,144.9746571,0,6.709,11.303
ORDK03134,2018-05-12,12:23:39,Lunch,BK,"[('Steak', 8), ('Burger', 9), ('Chicken', 1)]",671.0,-37.8035213,144.9948772,0,5.255,14.281
ORDA04942,2018-10-05,17:07:36,Dinner,BK,"[('Pasta', 5), ('Fish&Chips', 7)]",382.5,-37.8087869,144.9667438,0,7.115,13.883
ORDZ01624,2018-01-23,08:40:33,Breakfast,NS,"[('Eggs', 5), ('Cereal', 7), ('Pancake', 10), ('Coffee', 2)]",514.5,-37.814942,144.9606027,0,8.294,13.141
ORDI00206,2018-05-08,12:13:31,Lunch,NS,"[('Fries', 7), ('Chicken', 10), ('Steak', 1)]",449.0,-37.8247028,144.9428722,0,10.642999999999999,15.991
ORDJ08744,2018-03-16,10:21:58,Breakfast,TP,"[('Cereal', 8), ('Pancake', 4), ('Coffee', 5)]",302.5,-37.8064433,144.941667,0,10.314,12.795
ORDJ02817,2018-11-08,18:18:35,Dinner,TP,"[('Fish&Chips', 5), ('Pasta', 3)]",257.5,-37.8157776,144.9902006,0,9.88,13.526
ORDA01382,2018-04-29,11:53:14,Breakfast,BK,"[('Cereal', 6), ('Pancake', 2), ('Coffee', 4)]",204.5,-37.8020987,144.959614,0,8.09,15.432
ORDZ03217,2018-03-24,10:42:15,Breakfast,NS,"[('Pancake', 5), ('Cereal', 3), ('Coffee', 10)]",259.25,-37.8188221,144.9821646,0,8.869,15.735
ORDJ03483,2018-07-28,14:55:46,Lunch,TP,"[('Steak', 6), ('Fries', 8), ('Burger', 3), ('Salad', 2)]",493.4,-37.8023736,144.9594242,0,9.455,14.661
ORDZ10157,2018-11-04,18:08:27,Dinner,NS,"[('Salmon', 4), ('Fish&Chips', 1), ('Shrimp', 2), ('Pasta', 4)]",417.0,-37.8110409,144.9526687,0,8.515,16.991
ORDX01323,2018-06-25,13:44:47,Lunch,BK,"[('Fries', 7), ('Burger', 10)]",394.0,-37.8243208,144.983089,0,7.02,13.016
ORDK06564,2018-07-21,14:35:29,Lunch,BK,"[('Burger', 1), ('Steak', 9)]",436.0,-37.8205572,145.0116272,0,4.558,13.184
ORDZ02819,2018-01-27,08:50:42,Breakfast,NS,"[('Eggs', 8), ('Coffee', 7)]",228.5,-37.8105739,144.9503021,0,8.675,15.856
ORDX09415,2018-08-08,15:16:03,Lunch,BK,"[('Burger', 9), ('Steak', 8), ('Salad', 8), ('Chicken', 6)]",968.6,-37.8125778,144.948231,0,10.363,16.579
ORDZ04520,2018-03-23,10:42:15,Breakfast,NS,"[('Eggs', 8), ('Cereal', 6)]",302.0,-37.8205542,144.984997,0,9.2,14.544
ORDJ00969,2018-07-03,14:05:04,Lunch,TP,"[('Burger', 3), ('Steak', 5)]",318.0,-37.8117065,144.9646647,0,8.392000000000001,8916.0
ORDX09219,2018-05-08,12:13:31,Lunch,BK,"[('Steak', 6), ('Chicken', 8)]",526.0,-37.8042274,144.9716977,0,7.064,8916.0
ORDA03291,2018-11-02,18:08:27,Dinner,BK,"[('Fish&Chips', 6), ('Shrimp', 1)]",264.0,-37.8246289,144.9601951,0,9.237,8916.0
ORDZ08651,2018-10-26,17:48:10,Dinner,NS,"[('Pasta', 8), ('Fish&Chips', 3), ('Salmon', 4)]",489.0,-37.8203302,144.9656391,0,8.899,14.789
ORDC00211,2018-06-02,13:04:13,Lunch,NS,"[('Burger', 8), ('Fries', 6), ('Chicken', 9)]",608.0,-37.817686,144.9662605,0,8.41,15.442
ORDI09326,2018-08-27,15:56:37,Lunch,NS,"[('Steak', 7), ('Fries', 5), ('Chicken', 10)]",695.0,-37.8190758,144.9598956,0,8.891,14.267
ORDX09928,2018-03-20,10:32:06,Breakfast,BK,"[('Pancake', 4), ('Coffee', 8), ('Eggs', 3), ('Cereal', 2)]",265.0,-37.8111119,144.959095,0,7.847,12.155
ORDI00571,2018-01-07,08:10:08,Breakfast,NS,"[('Pancake', 1), ('Coffee', 2)]",39.25,-37.8125271,144.9374701,1,10.138,8.182
ORDJ06806,2018-03-22,10:32:06,Breakfast,TP,"[('Cereal', 8), ('Eggs', 6), ('Pancake', 1), ('Coffee', 1)]",331.75,-37.8178914,144.9619646,0,7.874,10.655
ORDZ07161,2018-01-01,08:00:00,Breakfast,NS,"[('Eggs', 4), ('Pancake', 6), ('Coffee', 2), ('Cereal', 6)]",374.5,-37.8025734,144.9722269,1,6.386,5.53
ORDX08092,2018-12-31,20:00:00,Dinner,BK,"[('Pasta', 9), ('Shrimp', 8)]",679.5,-37.8053578,144.9995589,0,4.8,11.412
ORDC06725,2018-10-14,17:27:53,Dinner,NS,"[('Pasta', 9), ('Shrimp', 6)]",571.5,-37.8012839,144.988679,0,7.922000000000001,15.81
ORDB08599,2018-10-07,17:17:44,Dinner,TP,"[('Salmon', 2), ('Pasta', 8), ('Fish&Chips', 8)]",582.0,-37.819802,144.9612877,0,7.587000000000001,13.183
